car_entry_id,year,make,model,trim,miles,offer
1157,2021,Honda,Civic,Sport,24521,24998
1158,2020,Honda,Civic,LX,27593,22998
1159,2012,Honda,Civic,LX,106332,13990
1160,2019,Honda,Civic,LX,26850,22998
1161,2019,Honda,Civic,Type R Hatchback,5434,44999
1162,2022,Honda,Civic,LX,17435,30500
1163,2017,Honda,Civic,Si,72003,23590
1164,2020,Honda,Civic,LX Coupe,26382,23998
1165,2019,Honda,Civic,LX,32431,21998
1166,2009,Honda,Civic,,137152,6995
1167,2013,Honda,Civic,EX-L,35240,20990
1168,2019,Honda,Civic,LX,49848,19049
1169,2020,Honda,Civic,Touring Coupe,25858,26998
1170,2022,Honda,Civic,Sport,24205,27990
1171,2020,Honda,Civic,EX Hatchback,22430,26998
1172,2022,Honda,Civic,Sport Hatchback,21292,27998
1173,2013,Honda,Civic,EX,71840,16990
1174,2020,Honda,Civic,Sport,25368,24990
1175,2011,Honda,Civic,LX,75229,13990
1176,2013,Honda,Civic,LX,95803,15990
1177,2021,Honda,Civic,Type R Hatchback,596,47589
1178,2012,Honda,Civic,EX Coupe,95475,14590
1179,2015,Honda,Civic,LX Coupe,101738,14590
1180,2022,Honda,Civic,EX,21125,27998
1181,2020,Honda,Civic,EX,28573,26499
1182,2020,Honda,Civic,LX,22817,22999
1183,2019,Honda,Civic,EX,24069,25998
1184,2022,Honda,Civic,Sport,24244,27590
1185,2012,Honda,Civic,EX,64730,15990
1186,2014,Honda,Civic,LX,42724,18990
1187,2014,Honda,Civic,LX,53542,16990
1188,2018,Honda,Civic,EX,35189,22499
1189,2019,Honda,Civic,Sport,25125,24998
1190,2013,Honda,Civic,LX,106274,14599
1191,2021,Honda,Civic,LX,25507,24998
1192,2019,Honda,Civic,Touring,24437,25998
1193,2019,Honda,Civic,LX,30815,21998
1194,2018,Honda,Civic,LX,30567,21998
1195,2014,Honda,Civic,LX,91384,15998
1196,2013,Honda,Civic,EX,75331,16590
1197,2013,Honda,Civic,LX,39237,18590
1198,2014,Honda,Civic,LX,61595,16990
1199,2015,Honda,Civic,Si Coupe,117845,21991
1200,2020,Honda,Civic,LX,28453,22998
1201,2016,Honda,Civic,EX-T Coupe,43273,21990
1202,2015,Honda,Civic,EX Coupe,91846,16990
1203,2022,Honda,Civic,EX-L Hatchback,15768,28999
1204,2012,Honda,Civic,LX,42593,16998
1205,2017,Honda,Civic,LX,33599,20998
1206,2022,Honda,Civic,Si,18769,33590
1207,2019,Honda,Civic,Sport Hatchback,20147,25589
1208,2016,Honda,Civic,LX,126373,15998
1209,2022,Honda,Civic,Touring,20210,30990
1210,2020,Honda,Civic,LX,29771,22998
1211,2016,Honda,Civic,EX,35101,21998
1212,2019,Honda,Civic,Sport Hatchback,24654,25999
1213,2010,Honda,Civic,DX-VP,49644,14590
1214,2019,Honda,Civic,LX,22636,32899
1215,2009,Honda,Civic,GX Natural Gas (CNG),58839,9999
1216,2020,Honda,Civic,LX,24629,22999
1217,2020,Honda,Civic,Si,28569,27444
1218,2020,Honda,Civic,Sport Hatchback,20140,25999
1219,2015,Honda,Civic,EX,77586,17990
1220,2010,Honda,Civic,LX,155005,8999
1221,2010,Honda,Civic,,110679,10999
1222,2020,Honda,Civic,Type R Hatchback,37360,40998
1223,2021,Honda,Civic,LX,26806,24998
1224,2013,Honda,Civic,LX,45561,17590
1225,2021,Honda,Civic,LX,28559,23998
1226,2007,Honda,Civic,,120821,8998
1227,2018,Honda,Civic,LX,91069,17998
1228,2011,Honda,Civic,LX,58772,14990
1229,2009,Honda,Civic,LX,123108,12990
1230,2014,Honda,Civic,LX Coupe,99950,15590
1231,2013,Honda,Civic,LX Coupe,49962,16998
1232,2019,Honda,Civic,Si,23516,27998
1233,2015,Honda,Civic,SE,52450,18990
1234,2010,Honda,Civic,,110679,10999
1235,2020,Honda,Civic,Type R Hatchback,37360,40998
1236,2021,Honda,Civic,LX,26806,24998
1237,2013,Honda,Civic,LX,45561,17590
1238,2021,Honda,Civic,LX,28559,23998
1239,2007,Honda,Civic,,120821,8998
1240,2018,Honda,Civic,LX,91069,17998
1241,2011,Honda,Civic,LX,58772,14990
1242,2009,Honda,Civic,LX,123108,12990
1243,2014,Honda,Civic,LX Coupe,99950,15590
1244,2013,Honda,Civic,LX Coupe,49962,16998
1245,2019,Honda,Civic,Si,23516,27998
1246,2015,Honda,Civic,SE,52450,18990
1247,2020,Honda,Civic,Sport,25842,25998
1248,2009,Honda,Civic,,144515,10999
1249,2011,Honda,Civic,EX,71406,14990
1250,2014,Honda,Civic,LX,118062,14599
1251,2010,Honda,Civic,LX-S,78764,13990
1252,2011,Honda,Civic,LX,79811,13990
1253,2011,Honda,Civic,LX-S,157160,9499
1254,2012,Honda,Civic,Hybrid,84299,12990
1255,2022,Honda,Civic,Si,14695,35933
1256,2014,Honda,Civic,LX,73362,15990
1257,2014,Honda,Civic,LX,81585,15990
1258,2014,Honda,Civic,EX,97905,15990
1259,2013,Honda,Civic,LX,82208,15990
1260,2013,Honda,Civic,EX,94792,15990
1261,2013,Honda,Civic,LX,81707,15998
1262,2013,Honda,Civic,EX,104323,15998
1263,2013,Honda,Civic,EX Coupe,97956,15998
1264,2015,Honda,Civic,LX,120598,14998
1265,2014,Honda,Civic,LX,126674,14599
1266,2015,Honda,Civic,LX Coupe,40919,19507
1267,2019,Honda,Civic,LX,31398,22998
1268,2013,Honda,Civic,LX Coupe,40497,16990
1269,2014,Honda,Civic,LX,56351,16990
1270,2014,Honda,Civic,LX,56423,16990
1271,2013,Honda,Civic,LX,86257,15998
1272,2015,Honda,Civic,LX,99373,15998
1273,2013,Honda,Civic,LX Coupe,103849,15998
1274,2014,Honda,Civic,LX,78083,16590
1275,2015,Honda,Civic,LX,90908,16590
1276,2013,Honda,Civic,LX,58775,16990
1277,2021,Honda,Civic,LX,28284,24990
1278,2012,Honda,Civic,HF,101055,13998
1279,2012,Honda,Civic,LX,106109,13998
1280,2013,Honda,Civic,LX Coupe,107300,14998
1281,2012,Honda,Civic,LX,103500,14599
1282,2012,Honda,Civic,,52573,17590
1283,2018,Honda,Civic,LX,120230,15998
1284,2013,Honda,Civic,EX Coupe,73640,16990
1285,2015,Honda,Civic,LX Coupe,75651,16990
1286,2015,Honda,Civic,SE,80208,16990
1287,2015,Honda,Civic,LX,86570,16990
1288,2022,Honda,Civic,Sport,24128,27998
1289,2020,Honda,Civic,EX Hatchback,21460,25999
1290,2014,Honda,Civic,EX,74675,16998
1291,2013,Honda,Civic,,86325,16998
1292,2015,Honda,Civic,EX-L Coupe,95026,16998
1293,2013,Honda,Civic,Si Coupe,126633,16998
1294,2020,Honda,Civic,EX Hatchback,28764,26990
1295,2014,Honda,Civic,LX,51353,17990
1296,2014,Honda,Civic,LX,56684,17590
1297,2015,Honda,Civic,SE,80208,16990
1298,2015,Honda,Civic,LX,86570,16990
1299,2022,Honda,Civic,Sport,24128,27998
1300,2020,Honda,Civic,EX Hatchback,21460,25999
1301,2014,Honda,Civic,EX,74675,16998
1302,2013,Honda,Civic,,86325,16998
1303,2015,Honda,Civic,EX-L Coupe,95026,16998
1304,2013,Honda,Civic,Si Coupe,126633,16998
1305,2020,Honda,Civic,EX Hatchback,28764,26990
1306,2014,Honda,Civic,LX,51353,17990
1307,2014,Honda,Civic,LX,56684,17590
1308,2019,Honda,Civic,Sport Coupe,28327,24998
1309,2013,Honda,Civic,LX,67055,16998
1310,2013,Honda,Civic,LX,68605,16998
1311,2015,Honda,Civic,LX Coupe,77543,16998
1312,2016,Honda,Civic,LX,115842,16998
1313,2017,Honda,Civic,LX,104466,16998
1314,2017,Honda,Civic,LX,96747,16998
1315,2017,Honda,Civic,LX-P Coupe,69756,19990
1316,2013,Honda,Civic,LX,95358,14998
1317,2012,Honda,Civic,EX,102543,14998
1318,2019,Honda,Civic,LX,27665,22999
1319,2018,Honda,Civic,LX,32540,22998
1320,2020,Honda,Civic,Sport,27189,25998
1321,2015,Honda,Civic,LX Coupe,91662,16998
1322,2016,Honda,Civic,LX,121048,16998
1323,2022,Honda,Civic,Sport Hatchback,17610,28999
1324,2013,Honda,Civic,,58213,17990
1325,2018,Honda,Civic,LX,54033,19990
1326,2014,Honda,Civic,LX,48348,17998
1327,2016,Honda,Civic,EX-T,100890,17944
1328,2013,Honda,Civic,,61645,17998
1329,2019,Honda,Civic,EX,30994,24086
1330,2018,Honda,Civic,EX,31092,23998
1331,2016,Honda,Civic,LX,87480,17990
1332,2014,Honda,Civic,LX,57274,17998
1333,2012,Honda,Civic,LX,121652,13998
1334,2019,Honda,Civic,EX,29409,24998
1335,2017,Honda,Civic,,36840,22990
1336,2010,Honda,Civic,EX Coupe,206610,7499
1337,2015,Honda,Civic,LX,58634,17998
1338,2016,Honda,Civic,EX,123668,16998
1339,2021,Honda,Civic,Sport,26195,26998
1340,2017,Honda,Civic,EX,32138,22998
1341,2016,Honda,Civic,LX,105522,16495
1342,2014,Honda,Civic,LX,60817,17998
1343,2016,Honda,Civic,EX,36994,22990
1344,2014,Honda,Civic,EX,53843,18590
1345,2016,Honda,Civic,EX,116325,17998
1346,2017,Honda,Civic,LX-P Coupe,58589,20590
1347,2015,Honda,Civic,LX,62998,17998
1348,2013,Honda,Civic,EX,79399,15999
1349,2018,Honda,Civic,LX Hatchback,37150,21950
1350,2015,Honda,Civic,LX Coupe,68940,17998
1351,2015,Honda,Civic,LX,72237,17998
1352,2015,Honda,Civic,LX,73824,17998
1353,2016,Honda,Civic,LX,94258,17998
1354,2017,Honda,Civic,LX Coupe,93467,17998
1355,2017,Honda,Civic,EX,28982,22589
1356,2023,Honda,Civic,Type R Hatchback,134,55490
1357,2019,Honda,Civic,LX,36380,21998
1358,2016,Honda,Civic,LX,75759,17998
1359,2017,Honda,Civic,LX,110924,17998
1360,2016,Honda,Civic,LX-P Coupe,82775,18590
1361,2013,Honda,Civic,EX-L,125799,14998
1362,2018,Honda,Civic,LX,47177,20998
1363,2016,Honda,Civic,EX,44358,21590
1364,2020,Honda,Civic,LX,31941,23998
1365,2012,Honda,Civic,LX,120538,16995
1366,2015,Honda,Civic,SE,142465,12000
1367,2017,Honda,Civic,Sport Hatchback,26881,23589
1368,2009,Honda,Civic,Hybrid,92750,8995
1369,2015,Honda,Civic,SE,54841,18998
1370,2016,Honda,Civic,EX,89885,18998
1371,2014,Honda,Civic,EX-L,62721,18998
1372,2015,Honda,Civic,EX-L,67836,18990
1373,2016,Honda,Civic,EX-L Coupe,87008,18998
1374,2016,Honda,Civic,EX,98506,18998
1375,2016,Honda,Civic,,96726,18998
1376,2017,Honda,Civic,,106845,18998
1377,2016,Honda,Civic,LX,72505,18990
1378,2016,Honda,Civic,LX Coupe,79149,18990
1379,2021,Honda,Civic,LX,32650,23998
1380,2020,Honda,Civic,LX,34812,22998
1381,2015,Honda,Civic,EX-L Coupe,58479,19197
1382,2016,Honda,Civic,EX,87937,18998
1383,2016,Honda,Civic,EX,94970,18998
1384,2016,Honda,Civic,EX-L,99425,18998
1385,2017,Honda,Civic,EX,103847,18998
1386,2015,Honda,Civic,SE,60025,18998
1387,2014,Honda,Civic,LX,70201,16998
1388,2020,Honda,Civic,Type R Hatchback,15105,43999
1389,2016,Honda,Civic,LX,70066,18998
1390,2022,Honda,Civic,Sport,22895,26589
1391,2016,Honda,Civic,LX,85765,18998
1392,2020,Honda,Civic,LX,127278,18998
1393,2016,Honda,Civic,LX,89381,18998
1394,2018,Honda,Civic,LX,38574,21990
1395,2021,Honda,Civic,Sport Touring Hatchback,24823,29998
1396,2017,Honda,Civic,EX-T Coupe,58259,20990
1397,2019,Honda,Civic,Sport,33364,23990
1398,2017,Honda,Civic,LX,42657,20998
1399,2018,Honda,Civic,LX,42722,20998
1400,2015,Honda,Civic,EX-L,10397,22590
1401,2016,Honda,Civic,LX,75645,18998
1402,2020,Honda,Civic,Sport Coupe,30667,24998
1403,2017,Honda,Civic,LX Coupe,84804,18998
1404,2016,Honda,Civic,EX,85415,18998
1405,2012,Honda,Civic,Si Coupe,89401,18998
1406,2014,Honda,Civic,EX,100599,19900
1407,2015,Honda,Civic,EX-L,96613,19900
1408,2013,Honda,Civic,,114506,19900
1409,2017,Honda,Civic,LX,6934,21998
1410,2016,Honda,Civic,LX,64695,20998
1411,2018,Honda,Civic,EX,61182,17995
1412,2021,Honda,Civic,Sport,30509,25590
1413,2017,Honda,Civic,LX,50607,19998
1414,2017,Honda,Civic,LX,54707,19990
1415,2017,Honda,Civic,LX-P Coupe,39779,21998
1416,2018,Honda,Civic,LX,37799,21998
1417,2017,Honda,Civic,EX,122471,18998
1418,2020,Honda,Civic,Si,29776,27998
1419,2016,Honda,Civic,LX Coupe,56953,19990
1420,2020,Honda,Civic,Sport,30306,25998
1421,2018,Honda,Civic,LX,39760,21998
1422,2015,Honda,Civic,Si Coupe,62762,24508
1423,2020,Honda,Civic,LX,39920,21998
1424,2017,Honda,Civic,LX,58676,19998
1425,2017,Honda,Civic,LX,56463,19998
1426,2016,Honda,Civic,EX,76275,19998
1427,2017,Honda,Civic,Touring,98366,19990
1428,2016,Honda,Civic,Touring Coupe,87415,19998
1429,2018,Honda,Civic,LX Coupe,78215,19990
1430,2017,Honda,Civic,EX-T,91455,19990
1431,2017,Honda,Civic,EX,88956,19990
1432,2018,Honda,Civic,EX Hatchback,113449,19998
1433,2016,Honda,Civic,LX,60580,19998
1434,2016,Honda,Civic,EX,73561,19998
1435,2017,Honda,Civic,LX,58647,19998
1436,2017,Honda,Civic,EX,77710,19998
1437,2018,Honda,Civic,EX-T,105549,19998
1438,2016,Honda,Civic,EX-L,90680,19998
1439,2016,Honda,Civic,EX,94195,19998
1440,2016,Honda,Civic,EX-T,97436,19998
1441,2019,Honda,Civic,EX Coupe,40473,23990
1442,2018,Honda,Civic,LX,40531,21998
1443,2019,Honda,Civic,EX,32458,24998
1444,2016,Honda,Civic,LX,63347,19998
1445,2016,Honda,Civic,LX,65135,19998
1446,2017,Honda,Civic,LX,89670,19998
1447,2018,Honda,Civic,EX,97717,19998
1448,2020,Honda,Civic,Sport,27043,24589
1449,2017,Honda,Civic,EX-L,35017,23998
1450,2016,Honda,Civic,LX,58213,19998
1451,2020,Honda,Civic,Sport,35277,23990
1452,2014,Honda,Civic,LX,14679,19998
1453,2022,Honda,Civic,Sport,28232,27990
1454,2017,Honda,Civic,EX-L,34937,23998
1455,2019,Honda,Civic,Sport,54404,21990
1456,2018,Honda,Civic,EX-T,35374,23998
1457,2022,Honda,Civic,Touring,23926,29999
1458,2017,Honda,Civic,LX,66451,19998
1459,2014,Honda,Civic,Hybrid,101144,10995
1460,2017,Honda,Civic,EX,55292,21990
1461,2016,Honda,Civic,EX-T,49556,20998
1462,2018,Honda,Civic,LX Hatchback,70702,20998
1463,2018,Honda,Civic,EX,50734,20990
1464,2018,Honda,Civic,EX,60330,20590
1465,2013,Honda,Civic,EX,40862,19991
1466,2015,Honda,Civic,EX,76615,20900
1467,2017,Honda,Civic,EX,91110,20900
1468,2018,Honda,Civic,LX,52816,20995
1469,2021,Honda,Civic,EX Hatchback,33840,26990
1470,2016,Honda,Civic,EX-L,69331,20590
1471,2018,Honda,Civic,LX,66367,19998
1472,2020,Honda,Civic,Sport Coupe,83195,20590
1473,2018,Honda,Civic,LX,49840,20998
1474,2017,Honda,Civic,EX,55592,21998
1475,2017,Honda,Civic,Touring Coupe,70244,21990
1476,2018,Honda,Civic,LX,43989,21990
1477,2016,Honda,Civic,EX,81741,19998
1478,2014,Honda,Civic,LX,98643,14999
1479,2021,Honda,Civic,LX,35844,23998
1480,2020,Honda,Civic,LX,39167,22998
1481,2020,Honda,Civic,LX,44700,21990
1482,2021,Honda,Civic,Sport Hatchback,30291,26998
1483,2019,Honda,Civic,LX,38825,22998
1484,2019,Honda,Civic,Sport Touring Hatchback,28475,27998
1485,2022,Honda,Civic,EX,29034,27998
1486,2020,Honda,Civic,LX,44355,21998
1487,2018,Honda,Civic,LX,53942,20998
1488,2018,Honda,Civic,LX-P Coupe,54785,20998
1489,2018,Honda,Civic,LX,55357,20998
1490,2017,Honda,Civic,EX-L,65170,20990
1491,2019,Honda,Civic,LX Coupe,55661,20998
1492,2016,Honda,Civic,Touring,78362,20998
1493,2017,Honda,Civic,EX-T,65727,20998
1494,2018,Honda,Civic,LX,57868,20998
1495,2016,Honda,Civic,EX-T,75995,20998
1496,2018,Honda,Civic,Si,117274,20998
1497,2017,Honda,Civic,EX-T,82951,20998
1498,2018,Honda,Civic,Si,119240,20998
1499,2017,Honda,Civic,,91270,20998
1500,2019,Honda,Civic,LX,53791,20998
1501,2017,Honda,Civic,EX-T,44400,21998
1502,2017,Honda,Civic,Sport Hatchback,67611,20998
1503,2020,Honda,Civic,Sport Hatchback,30828,26998
1504,2020,Honda,Civic,EX-L,32262,25998
1505,2017,Honda,Civic,LX,44329,21998
1506,2018,Honda,Civic,LX Hatchback,64706,20998
1507,2018,Honda,Civic,LX,75467,20998
1508,2019,Honda,Civic,Sport,34500,24998
1509,2020,Honda,Civic,LX,46206,21998
1510,2017,Honda,Civic,LX,58802,20998
1511,2021,Honda,Civic,LX,31827,22999
1512,2020,Honda,Civic,LX,46935,21998
1513,2019,Honda,Civic,LX,46573,21998
1514,2020,Honda,Civic,LX,47218,21998
1515,2019,Honda,Civic,Type R Hatchback,18457,42589
1516,2022,Honda,Civic,Si,28370,32990
1517,2018,Honda,Civic,EX,71549,20998
1518,2020,Honda,Civic,Sport,35187,24998
1519,2020,Honda,Civic,LX,41475,22998
1520,2019,Honda,Civic,LX,50641,21990
1521,2020,Honda,Civic,LX,34792,23998
1522,2020,Honda,Civic,LX,48995,21998
1523,2019,Honda,Civic,LX,42259,22998
1524,2018,Honda,Civic,LX-P Coupe,52209,21998
1525,2018,Honda,Civic,Sport Hatchback,36075,24990
1526,2016,Honda,Civic,EX,45902,22590
1527,2018,Honda,Civic,EX,71578,20998
1528,2018,Honda,Civic,EX Hatchback,63810,22990
1529,2018,Honda,Civic,Touring Coupe,38986,23998
1530,2018,Honda,Civic,,60404,23590
1531,2017,Honda,Civic,EX-T,53749,21990
1532,2015,Honda,Civic,LX Coupe,96297,15999
1533,2016,Honda,Civic,LX,90665,17589
1534,2017,Honda,Civic,EX-T,54527,21998
1535,2021,Honda,Civic,Sport,36122,24998
1536,2021,Honda,Civic,Sport,27931,24999
1537,2019,Honda,Civic,EX Coupe,41153,23590
1538,2016,Honda,Civic,EX-T,43932,22998
1539,2022,Honda,Civic,LX,35732,24998
1540,2018,Honda,Civic,EX-T,55959,21998
1541,2022,Honda,Civic,Touring,25353,28999
1542,2020,Honda,Civic,Sport,36319,24998
1543,2017,Honda,Civic,Touring Coupe,44888,22998
1544,2018,Honda,Civic,EX,50809,21998
1545,2017,Honda,Civic,EX-L Hatchback,62474,21998
1546,2014,Honda,Civic,Si,60146,21998
1547,2018,Honda,Civic,,36398,24998
1548,2018,Honda,Civic,,36398,24998
1549,2017,Honda,Civic,EX Hatchback,44836,22998
1550,2018,Honda,Civic,EX-L,65003,21998
1551,2020,Honda,Civic,EX,30979,24999
1552,2016,Honda,Civic,Touring,65138,21998
1553,2018,Honda,Civic,EX,73830,21998
1554,2018,Honda,Civic,LX,52402,20998
1555,2017,Honda,Civic,EX-T,56920,21998
1556,2017,Honda,Civic,LX Hatchback,52471,21998
1557,2019,Honda,Civic,Sport,84585,21990
1558,2017,Honda,Civic,EX Hatchback,75343,21998
1559,2019,Honda,Civic,LX,57525,21998
1560,2018,Honda,Civic,EX,66399,21998
1561,2019,Honda,Civic,LX,58022,21998
1562,2015,Honda,Civic,Si,72403,21998
1563,2020,Honda,Civic,EX,34747,25998
1564,2019,Honda,Civic,Sport,63475,21998
1565,2022,Honda,Civic,Sport,32177,26998
1566,2017,Honda,Civic,Sport Hatchback,37567,23998
1567,2017,Honda,Civic,Sport Hatchback,64839,21998
1568,2020,Honda,Civic,LX,55213,21998
1569,2019,Honda,Civic,LX,42178,21999
1570,2020,Honda,Civic,LX,56515,21998
1571,2020,Honda,Civic,LX,38081,24998
1572,2019,Honda,Civic,LX,53637,21998
1573,2019,Honda,Civic,Sport Hatchback,38423,24919
1574,2019,Honda,Civic,Sport,48420,22990
1575,2016,Honda,Civic,Touring,120589,18589
1576,2017,Honda,Civic,EX,48595,22998
1577,2021,Honda,Civic,Sport,35075,25896
1578,2019,Honda,Civic,EX,33969,24589
1579,2020,Honda,Civic,Sport Coupe,42864,23990
1580,2018,Honda,Civic,Touring,62065,22590
1581,2018,Honda,Civic,EX,50288,22998
1582,2019,Honda,Civic,Sport,42216,23998
1583,2014,Honda,Civic,,94421,17999
1584,2021,Honda,Civic,EX Hatchback,39557,24500
1585,2017,Honda,Civic,,45180,21589
1586,2020,Honda,Civic,Sport,32664,23589
1587,2019,Honda,Civic,Sport Coupe,53000,22990
1588,2020,Honda,Civic,LX,50326,22998
1589,2020,Honda,Civic,EX Coupe,42812,23998
1590,2018,Honda,Civic,EX-T,53099,22998
1591,2017,Honda,Civic,EX-T,51576,22998
1592,2016,Honda,Civic,Touring,54626,22990
1593,2018,Honda,Civic,EX,51869,22998
1594,2020,Honda,Civic,LX,43581,23998
1595,2019,Honda,Civic,Sport,41519,23998
1596,2020,Honda,Civic,LX Coupe,47961,23590
1597,2019,Honda,Civic,EX Hatchback,40446,24998
1598,2018,Honda,Civic,EX-T Coupe,45062,23998
1599,2019,Honda,Civic,EX Coupe,48993,23590
1600,2017,Honda,Civic,Touring,66571,22990
1601,2021,Honda,Civic,Sport,79893,22990
1602,2017,Honda,Civic,LX,16125,21998
1603,2020,Honda,Civic,Sport,40054,24998
1604,2017,Honda,Civic,Touring,72363,22998
1605,2018,Honda,Civic,EX-T,67171,22998
1606,2017,Honda,Civic,EX,58055,22998
1607,2020,Honda,Civic,EX,74848,22998
1608,2018,Honda,Civic,Si,99191,22998
1609,2020,Honda,Civic,Sport,42569,23998
1610,2020,Honda,Civic,Sport,61254,22998
1611,2018,Honda,Civic,Sport Hatchback,54628,22998
1612,2015,Honda,Civic,EX-L,85967,19589
1613,2016,Honda,Civic,Touring,96450,19589
1614,2020,Honda,Civic,LX Coupe,63806,22998
1615,2018,Honda,Civic,Sport Hatchback,45503,23998
1616,2020,Honda,Civic,EX,46475,23998
1617,2020,Honda,Civic,LX,36766,22999
1618,2021,Honda,Civic,LX,63223,21999
1619,2019,Honda,Civic,Sport,41496,24998
1620,2019,Honda,Civic,EX Coupe,47420,23998
1621,2020,Honda,Civic,Sport,47983,23998
1622,2020,Honda,Civic,LX,12829,23998
1623,2018,Honda,Civic,Type R Touring Hatchback,68637,35997
1624,2021,Honda,Civic,Sport,41962,24998
1625,2020,Honda,Civic,Sport,48460,23998
1626,2020,Honda,Civic,Si Coupe,33199,28998
1627,2020,Honda,Civic,Sport Hatchback,42216,24998
1628,2022,Honda,Civic,Sport,40645,25579
1629,2020,Honda,Civic,Sport Coupe,41480,24998
1630,2021,Honda,Civic,Sport,42387,24998
1631,2019,Honda,Civic,EX,8124,25998
1632,2019,Honda,Civic,EX Hatchback,32710,25589
1633,2019,Honda,Civic,Sport,49819,23998
1634,2020,Honda,Civic,Sport,52104,23990
1635,2018,Honda,Civic,EX-T,51704,23998
1636,2019,Honda,Civic,EX,52161,23998
1637,2022,Honda,Civic,LX,43189,24998
1638,2019,Honda,Civic,Sport,48614,23998
1639,2019,Honda,Civic,EX,53670,23998
1640,2018,Honda,Civic,Touring,54214,23998
1641,2019,Honda,Civic,Sport,6740,25998
1642,2015,Honda,Civic,Si,42504,24998
1643,2021,Honda,Civic,Sport,3960,26590
1644,2013,Honda,Civic,LX,132453,15350
1645,2018,Honda,Civic,EX-L Coupe,48426,24590
1646,2019,Honda,Civic,EX Hatchback,61555,23990
1647,2019,Honda,Civic,EX Hatchback,64690,23990
1648,2018,Honda,Civic,Si,74138,23998
1649,2017,Honda,Civic,Si,72444,23998
1650,2016,Honda,Civic,LX,61486,19999
1651,2020,Honda,Civic,EX-L,41150,25990
1652,2020,Honda,Civic,Sport Hatchback,40589,25998
1653,2020,Honda,Civic,LX,52968,24495
1654,2018,Honda,Civic,Touring,61525,23998
1655,2019,Honda,Civic,EX Hatchback,5530,26998
1656,2020,Honda,Civic,EX-L Hatchback,30211,26999
1657,2020,Honda,Civic,Sport,64808,23998
1658,2019,Honda,Civic,Sport,55386,23998
1659,2019,Honda,Civic,Sport,68185,23998
1660,2019,Honda,Civic,Sport Hatchback,51536,24590
1661,2021,Honda,Civic,Sport,46286,24998
1662,2020,Honda,Civic,EX,83612,24495
1663,2017,Honda,Civic,EX,58932,20999
1664,2017,Honda,Civic,Sport Touring Hatchback,48544,24998
1665,2015,Honda,Civic,Si,63724,23998
1666,2022,Honda,Civic,Sport,38785,26998
1667,2020,Honda,Civic,Sport Hatchback,12415,26990
1668,2019,Honda,Civic,Sport,49770,24998
1669,2022,Honda,Civic,Sport Touring Hatchback,34652,29267
1670,2020,Honda,Civic,LX,12950,24998
1671,2016,Honda,Civic,EX,47790,21999
1672,2020,Honda,Civic,EX-L,46204,24998
1673,2020,Honda,Civic,Sport Hatchback,12415,26990
1674,2019,Honda,Civic,Sport,49770,24998
1675,2022,Honda,Civic,Sport Touring Hatchback,34652,29267
1676,2020,Honda,Civic,LX,12950,24998
1677,2016,Honda,Civic,EX,47790,21999
1678,2020,Honda,Civic,EX-L,46204,24998
1679,2021,Honda,Civic,Sport Hatchback,48605,24998
1680,2020,Honda,Civic,Sport Coupe,48646,24998
1681,2020,Honda,Civic,LX,15535,23998
1682,2021,Honda,Civic,Sport,45165,25999
1683,2015,Honda,Civic,Si,57017,24998
1684,2020,Honda,Civic,EX Hatchback,34522,25589
1685,2017,Honda,Civic,Si Coupe,61224,24998
1686,2019,Honda,Civic,Sport,37090,23999
1687,2020,Honda,Civic,Sport Hatchback,41449,26998
1688,2021,Honda,Civic,Sport Hatchback,46583,25998
1689,2021,Honda,Civic,Sport,47599,25991
1690,2013,Honda,Civic,LX,111038,14995
1691,2017,Honda,Civic,LX,47883,31299
1692,2020,Honda,Civic,LX,18188,22990
1693,2020,Honda,Civic,LX,18188,22990
1694,2019,Honda,Civic,Si Coupe,39782,27990
1695,2019,Honda,Civic,Sport,71521,23995
1696,2017,Honda,Civic,LX,53979,21589
1697,2018,Honda,Civic,Si Coupe,68219,24998
1698,2022,Honda,Civic,Sport,33443,26589
1699,2020,Honda,Civic,LX,54405,24995
1700,2022,Honda,Civic,Sport,4954,28998
1701,2018,Honda,Civic,Si Coupe,48961,25998
1702,2022,Honda,Civic,Sport Hatchback,41535,27998
1703,2022,Honda,Civic,Si,36493,30998
1704,2018,Honda,Civic,EX-L Hatchback,52560,24998
1705,2020,Honda,Civic,EX-L,43262,24589
1706,2021,Honda,Civic,EX Hatchback,5024,29998
1707,2022,Honda,Civic,Sport,8709,28998
1708,2020,Honda,Civic,Si Coupe,45650,27590
1709,2022,Honda,Civic,Sport Touring Hatchback,31216,30589
1710,2012,Honda,Civic,LX Coupe,169587,9549
1711,2021,Honda,Civic,Sport,41343,26999
1712,2020,Honda,Civic,Si,51305,26998
1713,2012,Honda,Civic,EX-L Coupe,119947,12995
1714,2005,Honda,Civic,,104519,8995
1715,2020,Honda,Civic,LX,21132,22998
1716,2020,Honda,Civic,Si,55010,27995
1717,2020,Honda,Civic,Sport,18080,24998
1718,2022,Honda,Civic,Sport,13316,27998
1719,2009,Honda,Civic,,214784,4950
1720,2020,Honda,Civic,EX,57120,23999
1721,2019,Honda,Civic,Type R Hatchback,29191,41999
1722,2021,Honda,Civic,Sport,20776,26487
1723,2019,Honda,Civic,Sport Touring Hatchback,52838,25975
1724,2018,Honda,Civic,Si Coupe,56321,26900
1725,2016,Honda,Civic,EX,137716,16999
