car_entry_id,year,make,model,trim,miles,offer
582,2021,Honda,Civic,Type R Hatchback,53738,38156
583,2022,Honda,Civic,Touring,16235,30998
584,2018,Honda,Civic,EX Hatchback,22506,24998
585,2021,Honda,Civic,EX-L,63645,24499
586,2018,Honda,Civic,EX,46071,22590
587,2020,Honda,Civic,Sport,50318,19594
588,2019,Honda,Civic,EX Hatchback,17021,25999
589,2020,Honda,Civic,LX,24246,23998
590,2019,Honda,Civic,Sport Hatchback,23241,24995
591,2015,Honda,Civic,LX Coupe,65621,15996
592,2019,Honda,Civic,Type R Hatchback,42909,37998
593,2017,Honda,Civic,LX,33032,20990
594,2014,Honda,Civic,EX-L,166021,10995
595,2016,Honda,Civic,EX,55462,20590
596,2019,Honda,Civic,EX,20926,23999
597,2021,Honda,Civic,EX,35783,23596
598,2020,Honda,Civic,Sport,19094,23999
599,2019,Honda,Civic,EX,23804,24998
600,2021,Honda,Civic,Type R Hatchback,5412,48977
601,2013,Honda,Civic,LX Coupe,29390,18990
602,2022,Honda,Civic,Sport,21236,26998
603,2020,Honda,Civic,LX Hatchback,28090,22642
604,2019,Honda,Civic,Type R Hatchback,31638,39589
605,2020,Honda,Civic,LX Hatchback,28090,22642
606,2020,Honda,Civic,LX,33415,21990
607,2020,Honda,Civic,EX,59930,23609
608,2016,Honda,Civic,Touring,26254,23990
609,2016,Honda,Civic,Touring Coupe,175498,13990
610,2019,Honda,Civic,Type R Hatchback,5434,44999
611,2021,Honda,Civic,Type R Hatchback,17789,43476
612,2017,Honda,Civic,LX,34964,20998
613,2022,Honda,Civic,Sport,24205,27990
614,2018,Honda,Civic,LX,38877,18999
615,2019,Honda,Civic,Type R Hatchback,31336,39999
616,2020,Honda,Civic,Sport,26903,21520
617,2021,Honda,Civic,EX-L,24372,25998
618,2019,Honda,Civic,LX,29046,22998
619,2015,Honda,Civic,EX,41982,18490
620,2020,Honda,Civic,EX-L,20958,24999
621,2020,Honda,Civic,LX,30672,22590
622,2019,Honda,Civic,LX,31729,21998
623,2016,Honda,Civic,EX,35101,21998
624,2021,Honda,Civic,Sport,51700,23781
625,2015,Honda,Civic,LX,44647,17590
626,2018,Honda,Civic,EX,47290,20488
627,2008,Honda,Civic,LX,125431,8798
628,2017,Honda,Civic,EX-T,39974,21990
629,2018,Honda,Civic,EX-T,28728,23998
630,2008,Honda,Civic,LX,140933,8499
631,2020,Honda,Civic,EX,30225,23200
632,2017,Honda,Civic,LX,34715,20998
633,2009,Honda,Civic,LX Coupe,170878,5995
634,2016,Honda,Civic,EX,85551,18990
635,2020,Honda,Civic,LX,30580,22998
636,2013,Honda,Civic,Si Coupe,121152,13999
637,2020,Honda,Civic,LX,32837,21998
638,2018,Honda,Civic,EX,50895,19790
639,2020,Honda,Civic,Sport,31462,24286
640,2020,Honda,Civic,EX,33285,26105
641,2020,Honda,Civic,Sport,27390,24998
642,2019,Honda,Civic,Type R Hatchback,40327,38589
643,2013,Honda,Civic,LX,62548,15590
644,2012,Honda,Civic,LX Coupe,88453,12258
645,2017,Honda,Civic,EX-T,27364,22995
646,2019,Honda,Civic,LX,34704,19992
647,2019,Honda,Civic,LX,34704,19992
648,2013,Honda,Civic,LX,62250,15990
649,2014,Honda,Civic,LX,144074,10996
650,2013,Honda,Civic,LX,66728,15990
651,2016,Honda,Civic,LX,126852,15998
652,2016,Honda,Civic,LX-P Coupe,73306,18990
653,2015,Honda,Civic,EX,73577,16999
654,2012,Honda,Civic,LX,96464,14998
655,2020,Honda,Civic,LX,61586,19990
656,2020,Honda,Civic,Sport,29843,23998
657,2020,Honda,Civic,EX Hatchback,26830,25998
658,2019,Honda,Civic,EX,30230,23998
659,2020,Honda,Civic,EX,31911,24590
660,2014,Honda,Civic,LX,88079,14998
661,2016,Honda,Civic,LX,101060,16998
662,2014,Honda,Civic,LX,98166,14599
663,2020,Honda,Civic,Sport Coupe,30515,23000
664,2016,Honda,Civic,EX-T Coupe,93700,17990
665,2022,Honda,Civic,Sport Hatchback,24727,27998
666,2021,Honda,Civic,EX,51312,21367
667,2008,Honda,Civic,LX,75200,10498
668,2016,Honda,Civic,EX-T Coupe,93700,17990
669,2022,Honda,Civic,Sport Touring Hatchback,25423,29988
670,2021,Honda,Civic,EX,51312,21367
671,2008,Honda,Civic,LX,75200,10498
672,2016,Honda,Civic,EX-L,110426,17998
673,2017,Honda,Civic,EX-T,119932,17998
674,2017,Honda,Civic,EX,58979,19990
675,2016,Honda,Civic,LX,75451,17998
676,2019,Honda,Civic,LX,84393,16500
677,2018,Honda,Civic,LX,88642,17998
678,2017,Honda,Civic,EX,61243,19990
679,2013,Honda,Civic,EX,79332,15995
680,2019,Honda,Civic,LX,33380,22998
681,2019,Honda,Civic,LX,45181,19800
682,2016,Honda,Civic,LX,46500,19590
683,2020,Honda,Civic,Si Coupe,25358,27998
684,2014,Honda,Civic,Hybrid,100240,14495
685,2019,Honda,Civic,Type R Hatchback,15591,43589
686,2019,Honda,Civic,Sport,114046,18500
687,2020,Honda,Civic,LX,29329,21999
688,2019,Honda,Civic,Sport Coupe,33916,22998
689,2016,Honda,Civic,LX,82809,18590
690,2019,Honda,Civic,Touring Coupe,22221,27590
691,2014,Honda,Civic,EX,110811,14589
692,2017,Honda,Civic,LX,49560,19590
693,2021,Honda,Civic,EX-L,29809,26990
694,2018,Honda,Civic,LX,39205,20998
695,2020,Honda,Civic,LX,46281,21990
696,2019,Honda,Civic,EX Hatchback,30691,24990
697,2016,Honda,Civic,EX-L,102429,18998
698,2020,Honda,Civic,Sport Touring Hatchback,24083,27999
699,2018,Honda,Civic,LX Hatchback,99008,18998
700,2018,Honda,Civic,LX,44136,20590
701,2017,Honda,Civic,EX,44237,20590
702,2018,Honda,Civic,EX-L Coupe,14756,25990
703,2020,Honda,Civic,LX,85565,19997
704,2018,Honda,Civic,LX,53409,19590
705,2021,Honda,Civic,Type R Hatchback,16915,43998
706,2020,Honda,Civic,LX,37939,20354
707,2021,Honda,Civic,Sport,28777,26373
708,2019,Honda,Civic,EX,35767,22998
709,2022,Honda,Civic,LX,31016,24998
710,2008,Honda,Civic,LX Coupe,134406,7495
711,2017,Honda,Civic,EX-T,40713,21590
712,2019,Honda,Civic,Sport,33400,23998
713,2019,Honda,Civic,EX,60582,21289
714,2020,Honda,Civic,EX-L Hatchback,29876,25998
715,2017,Honda,Civic,LX,70587,19590
716,2013,Honda,Civic,LX,90386,13736
717,2019,Honda,Civic,Sport,43606,21998
718,2016,Honda,Civic,LX,15141,21590
719,2018,Honda,Civic,EX,74032,18999
720,2019,Honda,Civic,Sport,33772,23998
721,2018,Honda,Civic,LX,43488,20998
722,2017,Honda,Civic,EX-T,47692,21998
723,2018,Honda,Civic,EX-T,37083,22998
724,2019,Honda,Civic,Sport Coupe,36230,22998
725,2013,Honda,Civic,LX,116259,12999
726,2018,Honda,Civic,EX-T,37224,22998
727,2018,Honda,Civic,Touring,101262,19998
728,2019,Honda,Civic,Type R Hatchback,20677,40999
729,2015,Honda,Civic,Si,85098,19988
730,2021,Honda,Civic,LX,45290,22990
731,2018,Honda,Civic,Touring,101262,19998
732,2019,Honda,Civic,Type R Hatchback,20677,40999
733,2015,Honda,Civic,Si,85098,19988
734,2021,Honda,Civic,LX,45290,22990
735,2017,Honda,Civic,Touring,34232,22366
736,2018,Honda,Civic,EX,90557,19998
737,2020,Honda,Civic,EX,31226,25499
738,2019,Honda,Civic,Sport,75126,21990
739,2020,Honda,Civic,EX-L,32262,24998
740,2023,Honda,Civic,Sport Touring Hatchback,3466,32682
741,2018,Honda,Civic,EX,79586,19998
742,2017,Honda,Civic,EX-T,91117,19998
743,2020,Honda,Civic,EX,41826,21995
744,2020,Honda,Civic,LX,40411,21998
745,2022,Honda,Civic,Sport,30236,26491
746,2016,Honda,Civic,EX,48730,20990
747,2016,Honda,Civic,Touring,84766,18000
748,2020,Honda,Civic,LX,49667,20998
749,2018,Honda,Civic,Sport Hatchback,48673,22990
750,2019,Honda,Civic,LX,40218,21998
751,2019,Honda,Civic,Sport,74852,20465
752,2019,Honda,Civic,Sport,74852,20465
753,2019,Honda,Civic,LX,50026,20998
754,2020,Honda,Civic,LX,40268,22672
755,2017,Honda,Civic,EX-T,67490,20590
756,2020,Honda,Civic,Si Coupe,18135,27988
757,2019,Honda,Civic,LX,43621,21998
758,2016,Honda,Civic,LX,93699,17590
759,2019,Honda,Civic,LX,56580,20998
760,2015,Honda,Civic,EX,21500,19990
761,2019,Honda,Civic,LX,56726,20998
762,2018,Honda,Civic,EX-T Coupe,64720,20998
763,2015,Honda,Civic,Si Coupe,101527,19998
764,2014,Honda,Civic,LX,87864,15990
765,2017,Honda,Civic,EX-T,23984,23590
766,2020,Honda,Civic,Sport,60390,21160
767,2017,Honda,Civic,Sport Hatchback,67611,20998
768,2020,Honda,Civic,Sport,43071,22543
769,2017,Honda,Civic,EX-T,61158,20998
770,2020,Honda,Civic,LX,46935,21998
771,2018,Honda,Civic,LX,96256,16241
772,2019,Honda,Civic,LX,47388,21998
773,2021,Honda,Civic,Sport Hatchback,30905,25991
774,2021,Honda,Civic,Sport,35911,24998
775,2020,Honda,Civic,LX Coupe,40924,22998
776,2018,Honda,Civic,EX,43695,22998
777,2019,Honda,Civic,LX Coupe,41381,20990
778,2015,Honda,Civic,Si,72736,21500
779,2020,Honda,Civic,EX Hatchback,36668,24998
780,2020,Honda,Civic,LX,54629,21998
781,2019,Honda,Civic,LX,55325,21998
782,2019,Honda,Civic,LX,43714,22495
783,2018,Honda,Civic,EX-T,61479,21998
784,2019,Honda,Civic,EX-L,95411,21991
785,2018,Honda,Civic,EX Hatchback,35405,24998
786,2020,Honda,Civic,LX Hatchback,43500,22998
787,2021,Honda,Civic,Sport,40998,23954
788,2020,Honda,Civic,LX,53629,21998
789,2021,Honda,Civic,Sport,37169,24998
790,2020,Honda,Civic,Sport,40565,23998
791,2017,Honda,Civic,Si,59255,22998
792,2019,Honda,Civic,Sport,40801,23998
793,2021,Honda,Civic,Sport Hatchback,5888,27987
794,2020,Honda,Civic,Sport,40744,23998
795,2020,Honda,Civic,Sport,65643,22326
796,2021,Honda,Civic,LX,53296,21100
797,2018,Honda,Civic,EX,92055,19998
798,2012,Honda,Civic,LX,20324,17998
799,2018,Honda,Civic,EX,77656,19998
800,2019,Honda,Civic,EX,50142,22998
801,2020,Honda,Civic,Sport Hatchback,94404,22590
802,2018,Honda,Civic,Type R Touring Hatchback,30502,39855
803,2019,Honda,Civic,Si,55849,24990
804,2019,Honda,Civic,Sport,42687,23998
805,2020,Honda,Civic,EX Hatchback,39754,24998
806,2021,Honda,Civic,Sport,38778,24998
807,2019,Honda,Civic,Sport,39359,24998
808,2021,Honda,Civic,EX-L,38003,25800
809,2019,Honda,Civic,EX,57045,22998
810,2019,Honda,Civic,Sport,45239,24046
811,2018,Honda,Civic,Si,83153,22998
812,2019,Honda,Civic,EX-L,40697,24998
813,2020,Honda,Civic,Si,33692,27990
814,2020,Honda,Civic,EX-L,42889,24590
815,2019,Honda,Civic,Sport,56236,22998
816,2019,Honda,Civic,LX,52146,20999
817,2019,Honda,Civic,Sport,54142,23998
818,2020,Honda,Civic,EX-L,48413,22362
819,2021,Honda,Civic,Sport Hatchback,45654,25987
820,2019,Honda,Civic,EX,49024,23998
821,2021,Honda,Civic,Sport,43368,23499
822,2015,Honda,Civic,SE,21637,18990
823,2019,Honda,Civic,EX Hatchback,33989,24589
824,2021,Honda,Civic,Sport Hatchback,38883,25998
825,2018,Honda,Civic,Sport Touring Hatchback,39040,24998
826,2020,Honda,Civic,Sport,49967,23998
827,2020,Honda,Civic,EX Hatchback,45355,24990
828,2020,Honda,Civic,Sport Coupe,38267,22998
829,2018,Honda,Civic,Sport Touring Hatchback,64409,23990
830,2020,Honda,Civic,EX Hatchback,74711,23998
831,2020,Honda,Civic,EX Coupe,59779,20499
832,2020,Honda,Civic,Sport,53948,23998
833,2019,Honda,Civic,Type R Hatchback,69463,32000
834,2020,Honda,Civic,Sport,65329,23998
835,2020,Honda,Civic,Sport,49968,23788
836,2018,Honda,Civic,Sport Touring Hatchback,39040,24998
837,2020,Honda,Civic,Sport,49967,23998
838,2020,Honda,Civic,EX Hatchback,45355,24990
839,2020,Honda,Civic,Sport Coupe,38267,22998
840,2018,Honda,Civic,Sport Touring Hatchback,64409,23990
841,2020,Honda,Civic,EX Hatchback,74711,23998
842,2020,Honda,Civic,Sport,53948,23998
843,2019,Honda,Civic,Type R Hatchback,69463,32000
844,2020,Honda,Civic,Sport,65329,23998
845,2020,Honda,Civic,Sport,49968,23788
846,2020,Honda,Civic,Sport,68636,20999
847,2018,Honda,Civic,Si Coupe,46143,24998
848,2018,Honda,Civic,EX-T,45110,22589
849,2017,Honda,Civic,EX-L,64591,21589
850,2017,Honda,Civic,Si Coupe,49103,24998
851,2020,Honda,Civic,Sport,22140,24991
852,2022,Honda,Civic,EX,39493,26998
853,2019,Honda,Civic,Sport,47188,24998
854,2021,Honda,Civic,Type R Hatchback,16611,45093
855,2020,Honda,Civic,EX Coupe,59779,20499
856,2013,Honda,Civic,EX-L,169305,9995
857,2021,Honda,Civic,Sport,57574,21901
858,2022,Honda,Civic,Si,28657,31589
859,2019,Honda,Civic,Si,58949,25998
860,2019,Honda,Civic,Sport,48845,22589
861,2021,Honda,Civic,Sport Hatchback,12899,26998
862,2020,Honda,Civic,Si,54895,24994
863,2023,Honda,Civic,Sport,1768,29998
864,2016,Honda,Civic,LX,174858,11991
865,2020,Honda,Civic,Sport Hatchback,70365,22999
866,2011,Honda,Civic,DX-VP,82699,11519
867,2016,Honda,Civic,LX,63194,18990
868,2020,Honda,Civic,EX Hatchback,41521,25589
869,2022,Honda,Civic,Sport Touring Hatchback,16691,29905
870,2019,Honda,Civic,Sport Touring Hatchback,11202,28998
871,2020,Honda,Civic,Sport Hatchback,15629,25998
872,2021,Honda,Civic,LX,20873,22998
873,2014,Honda,Civic,LX,7638,20590
874,2016,Honda,Civic,LX Coupe,61250,15950
875,2018,Honda,Civic,EX-L Hatchback,17444,25998
876,2019,Honda,Civic,Sport,27053,24534
877,2021,Honda,Civic,EX Hatchback,54724,24999
878,2022,Honda,Civic,Sport Touring Hatchback,16691,29905
879,2019,Honda,Civic,Sport Touring Hatchback,11202,28998
880,2021,Honda,Civic,EX-L,63645,24499
881,2020,Honda,Civic,Sport Hatchback,15629,25998
882,2021,Honda,Civic,LX,20873,22998
883,2020,Honda,Civic,LX,20534,22998
884,2014,Honda,Civic,LX,7638,20590
885,2016,Honda,Civic,LX Coupe,61250,15950
886,2018,Honda,Civic,EX-L Hatchback,17444,25998
887,2021,Honda,Civic,EX Hatchback,54724,24999
888,2018,Honda,Civic,EX-T,71421,18500
889,2013,Honda,Civic,LX,122934,11900
890,2021,Honda,Civic,Sport,48485,22999
891,2012,Honda,Civic,EX,143696,10995
892,2021,Honda,Civic,Type R Hatchback,46012,41590
893,2019,Honda,Civic,Type R Hatchback,39849,39998
894,2019,Honda,Civic,Touring Coupe,75423,20874
895,2013,Honda,Civic,LX,80716,14500
896,2018,Honda,Civic,LX,125329,15409
897,2018,Honda,Civic,Touring,69283,22590
898,2015,Honda,Civic,Natural Gas,12956,20590
899,2020,Honda,Civic,Sport,27466,21889
900,2021,Honda,Civic,Type R Hatchback,13309,43990
901,2017,Honda,Civic,LX,71028,19590
902,2018,Honda,Civic,Type R Touring Hatchback,62024,35998
903,2018,Honda,Civic,EX,26324,22998
904,2018,Honda,Civic,EX Hatchback,84847,19706
905,2020,Honda,Civic,LX,30935,20698
906,2019,Honda,Civic,EX,25546,23998
907,2020,Honda,Civic,Sport Touring Hatchback,34188,24988
908,2020,Honda,Civic,LX,27203,22998
909,2014,Honda,Civic,EX-L,93405,16174
910,2015,Honda,Civic,EX-L,33221,19998
911,2015,Honda,Civic,LX,30984,18990
912,2020,Honda,Civic,LX Hatchback,28125,24685
913,2018,Honda,Civic,LX,31092,20998
914,2019,Honda,Civic,Type R Hatchback,38474,39589
915,2018,Honda,Civic,EX-T,113541,17991
916,2016,Honda,Civic,LX,72857,16990
917,2017,Honda,Civic,EX-T,85796,19590
918,2020,Honda,Civic,Sport,28832,22131
919,2016,Honda,Civic,LX,72857,16990
920,2017,Honda,Civic,EX-T,85796,19590
921,2020,Honda,Civic,Sport,28832,22131
922,2010,Honda,Civic,LX,236910,4995
923,2021,Honda,Civic,Type R Limited Edition Hatchback,22,59991
924,2018,Honda,Civic,EX Hatchback,30368,21998
925,2022,Honda,Civic,EX-L Hatchback,5,28740
926,2022,Honda,Civic,Sport,22050,26998
927,2019,Honda,Civic,LX,2619,23990
928,2019,Honda,Civic,EX Hatchback,53250,22988
929,2015,Honda,Civic,EX-L,111584,14995
930,2017,Honda,Civic,Touring,4679,25990
931,2017,Honda,Civic,LX,31866,21998
932,2017,Honda,Civic,Touring,30257,22990
933,2020,Honda,Civic,EX,30258,24700
934,2019,Honda,Civic,LX,91424,18590
935,2012,Honda,Civic,EX-L Coupe,44497,17590
936,2020,Honda,Civic,EX-L Hatchback,45302,28000
937,2006,Honda,Civic,LX,229500,5500
938,2016,Honda,Civic,LX,89189,17990
939,2019,Honda,Civic,LX,58306,20990
940,2021,Honda,Civic,LX,6972,24998
941,2013,Honda,Civic,LX,87824,13990
942,2015,Honda,Civic,LX,84245,15590
943,2016,Honda,Civic,Touring,123084,16065
944,2019,Honda,Civic,Sport Hatchback,65304,21990
945,2019,Honda,Civic,Sport,36616,24590
946,2018,Honda,Civic,Sport Hatchback,34120,23890
947,2014,Honda,Civic,LX Coupe,72948,15998
948,2015,Honda,Civic,SE,43362,18998
949,2018,Honda,Civic,EX-T,71224,20998
950,2016,Honda,Civic,EX,187094,13300
951,2019,Honda,Civic,Sport,30556,23998
952,2020,Honda,Civic,LX,10403,24998
953,2020,Honda,Civic,LX,5399,25998
954,2023,Honda,Civic,Touring,20,35013
955,2020,Honda,Civic,LX,13481,23998
956,2012,Honda,Civic,LX,129640,11496
957,2022,Honda,Civic,Sport,29361,26493
958,2014,Honda,Civic,LX,20764,19990
959,2020,Honda,Civic,LX,43506,20039
960,2019,Honda,Civic,LX,54255,19900
961,2020,Honda,Civic,LX,10403,24998
962,2020,Honda,Civic,LX,5399,25998
963,2023,Honda,Civic,Touring,20,35013
964,2020,Honda,Civic,LX,13481,23998
965,2012,Honda,Civic,LX,129640,11496
966,2022,Honda,Civic,Sport,29361,26493
967,2014,Honda,Civic,LX,20764,19990
968,2020,Honda,Civic,LX,43506,20039
969,2019,Honda,Civic,LX,54255,19900
970,2016,Honda,Civic,EX,40048,20990
971,2013,Honda,Civic,LX,71385,16590
972,2018,Honda,Civic,Sport Hatchback,57337,21499
973,2022,Honda,Civic,EX,28533,25998
974,2019,Honda,Civic,LX,18675,22998
975,2021,Honda,Civic,Sport,5008,26998
976,2023,Honda,Civic,,4793,26998
977,2017,Honda,Civic,LX,104152,17998
978,2018,Honda,Civic,LX,40133,20998
979,2014,Honda,Civic,Si Coupe,80228,18998
980,2016,Honda,Civic,EX-T,86330,18998
981,2012,Honda,Civic,LX,70805,14495
982,2018,Honda,Civic,LX,44354,20990
983,2021,Honda,Civic,Sport,5008,27998
984,2018,Honda,Civic,EX,37992,22590
985,2015,Honda,Civic,LX,28782,18990
986,2023,Honda,Civic,LX,5524,27998
987,2023,Honda,Civic,Sport,8266,29998
988,2020,Honda,Civic,LX,14600,24998
989,2017,Honda,Civic,EX,72326,19998
990,2020,Honda,Civic,LX,10260,23589
991,2019,Honda,Civic,LX,46827,20998
992,2019,Honda,Civic,LX,16710,23998
993,2018,Honda,Civic,EX-L,34996,23998
994,2020,Honda,Civic,Sport,33684,24998
995,2020,Honda,Civic,LX,17140,23998
996,2019,Honda,Civic,Sport,37634,22998
997,2023,Honda,Civic,LX Hatchback,4660,28998
998,2020,Honda,Civic,Sport Hatchback,56405,24882
999,2022,Honda,Civic,Touring,2555,27000
1000,2022,Honda,Civic,EX-L Hatchback,19044,29458
1001,2020,Honda,Civic,EX,16048,24998
1002,2020,Honda,Civic,Sport,45914,25994
1003,2022,Honda,Civic,Sport,7772,28998
1004,2022,Honda,Civic,EX,13255,28590
1005,2023,Honda,Civic,Sport,8599,28998
1006,2020,Honda,Civic,Sport,12096,26998
1007,2019,Honda,Civic,Sport,39651,22998
1008,2021,Honda,Civic,LX,16045,24998
1009,2019,Honda,Civic,EX Hatchback,13727,26590
1010,2019,Honda,Civic,LX,17807,23998
1011,2018,Honda,Civic,Touring,93981,20998
1012,2019,Honda,Civic,EX Hatchback,12873,26998
1013,2018,Honda,Civic,Sport Touring Hatchback,112798,20998
1014,2016,Honda,Civic,LX,21412,21990
1015,2018,Honda,Civic,EX,50689,21499
1016,2018,Honda,Civic,EX-T,66634,20998
1017,2022,Honda,Civic,Sport Hatchback,1404,29998
1018,2023,Honda,Civic,Sport,4165,29998
1019,2023,Honda,Civic,Sport,3884,29998
1020,2022,Honda,Civic,Sport Hatchback,4285,29998
1021,2022,Honda,Civic,EX,32493,25998
1022,2023,Honda,Civic,Sport,5467,29998
1023,2014,Honda,Civic,LX Coupe,78242,16590
1024,2021,Honda,Civic,LX,16045,24998
1025,2019,Honda,Civic,EX Hatchback,13727,26590
1026,2019,Honda,Civic,LX,17807,23998
1027,2018,Honda,Civic,Touring,93981,20998
1028,2019,Honda,Civic,EX Hatchback,12873,26998
1029,2018,Honda,Civic,Sport Touring Hatchback,112798,20998
1030,2016,Honda,Civic,LX,21412,21990
1031,2018,Honda,Civic,EX,50689,21499
1032,2018,Honda,Civic,EX-T,66634,20998
1033,2022,Honda,Civic,Sport Hatchback,1404,29998
1034,2023,Honda,Civic,Sport,3884,29998
1035,2023,Honda,Civic,Sport,4165,29998
1036,2022,Honda,Civic,Sport Hatchback,4285,29998
1037,2022,Honda,Civic,EX,32493,25998
1038,2023,Honda,Civic,Sport,5467,29998
1039,2019,Honda,Civic,LX Hatchback,40567,22998
1040,2014,Honda,Civic,LX Coupe,78242,16590
1041,2018,Honda,Civic,EX,78887,20998
1042,2018,Honda,Civic,Sport Hatchback,81454,20998
1043,2019,Honda,Civic,LX Hatchback,37851,22998
1044,2019,Honda,Civic,EX-L Hatchback,35015,24998
1045,2022,Honda,Civic,EX-L Hatchback,9219,29998
1046,2021,Honda,Civic,Sport,31261,22849
1047,2022,Honda,Civic,LX,10237,25999
1048,2023,Honda,Civic,Sport,946,30998
1049,2013,Honda,Civic,LX,39520,17590
1050,2019,Honda,Civic,Touring,14931,26998
1051,2018,Honda,Civic,Sport Hatchback,52766,21998
1052,2022,Honda,Civic,Sport Hatchback,4426,31998
1053,2013,Honda,Civic,LX,28323,17990
1054,2022,Honda,Civic,LX,39357,23998
1055,2022,Honda,Civic,Sport,12048,28998
1056,2019,Honda,Civic,Sport,45127,22998
1057,2019,Honda,Civic,Sport Hatchback,74363,21998
1058,2022,Honda,Civic,Sport,12704,28998
1059,2022,Honda,Civic,Touring,10242,30998
1060,2021,Honda,Civic,Sport Hatchback,13377,27998
1061,2020,Honda,Civic,LX,23275,25999
1062,2019,Honda,Civic,Sport,40598,23998
1063,2019,Honda,Civic,EX,41218,23998
1064,2022,Honda,Civic,Sport Touring Hatchback,1186,33998
1065,2019,Honda,Civic,EX,47668,22998
1066,2019,Honda,Civic,EX,47668,22998
1067,2022,Honda,Civic,Sport,13659,27998
1068,2019,Honda,Civic,Sport Hatchback,76184,21998
1069,2009,Honda,Civic,DX-VP,42181,8995
1070,2019,Honda,Civic,Type R Hatchback,43578,37812
1071,2022,Honda,Civic,Si,2940,34998
1072,2018,Honda,Civic,Sport Hatchback,48496,22998
1073,2019,Honda,Civic,Sport,12136,24589
1074,2019,Honda,Civic,Sport Coupe,33212,23317
1075,2016,Honda,Civic,EX,23720,21998
1076,2012,Honda,Civic,LX,28585,17998
1077,2020,Honda,Civic,LX,15311,24999
1078,2020,Honda,Civic,Sport,17518,25946
1079,2023,Honda,Civic,Si,983,36998
1080,2021,Honda,Civic,LX,16935,22999
1081,2022,Honda,Civic,Sport,14750,27998
1082,2022,Honda,Civic,Sport Hatchback,13295,29995
1083,2023,Honda,Civic,Si,4548,34998
1084,2022,Honda,Civic,Sport,13213,28998
1085,2023,Honda,Civic,Type R Hatchback,2550,56998
1086,2023,Honda,Civic,Sport,12481,29998
1087,2022,Honda,Civic,Sport Touring Hatchback,11037,31998
1088,2022,Honda,Civic,Sport,16162,26998
1089,2015,Honda,Civic,LX,27309,19998
1090,2019,Honda,Civic,EX,21653,24998
1091,2019,Honda,Civic,Sport,55777,22998
1092,2018,Honda,Civic,EX-L Hatchback,45004,23998
1093,2019,Honda,Civic,EX Coupe,19883,24990
1094,2017,Honda,Civic,LX Coupe,23207,22990
1095,2018,Honda,Civic,EX-T,48640,20999
1096,2020,Honda,Civic,LX,23240,22990
1097,2015,Honda,Civic,EX-L,99150,14998
1098,2018,Honda,Civic,EX,20828,23998
1099,2021,Honda,Civic,Sport,20244,26590
1100,2022,Honda,Civic,Si,11209,33990
1101,2020,Honda,Civic,LX,10261,24999
1102,2019,Honda,Civic,LX,59199,20500
1103,2020,Honda,Civic,Type R Hatchback,6100,46998
1104,2017,Honda,Civic,EX,21947,23998
1105,2019,Honda,Civic,EX-L,19259,25998
1106,2022,Honda,Civic,Sport,16411,27998
1107,2014,Honda,Civic,EX,16550,19990
1108,2019,Honda,Civic,EX Coupe,19883,24990
1109,2017,Honda,Civic,LX Coupe,23207,22990
1110,2018,Honda,Civic,EX-T,48640,20999
1111,2020,Honda,Civic,LX,23240,22990
1112,2015,Honda,Civic,EX-L,99150,14998
1113,2018,Honda,Civic,EX,20828,23998
1114,2021,Honda,Civic,Sport,20244,26590
1115,2022,Honda,Civic,Si,11209,33990
1116,2020,Honda,Civic,LX,10261,24999
1117,2019,Honda,Civic,LX,59199,20500
1118,2020,Honda,Civic,Type R Hatchback,6100,46998
1119,2017,Honda,Civic,EX,21947,23998
1120,2022,Honda,Civic,Sport,16411,27998
1121,2014,Honda,Civic,EX,16550,19990
1122,2022,Honda,Civic,Sport,15345,28998
1123,2020,Honda,Civic,EX-L Hatchback,78287,23590
1124,2022,Honda,Civic,EX-L Hatchback,14766,29998
1125,2020,Honda,Civic,LX,70265,20990
1126,2021,Honda,Civic,Sport Hatchback,10652,27589
1127,2018,Honda,Civic,Sport Hatchback,53191,23998
1128,2020,Honda,Civic,Si Coupe,16236,28990
1129,2021,Honda,Civic,EX-L,18941,26998
1130,2020,Honda,Civic,Sport,45381,23990
1131,2019,Honda,Civic,Si,20017,27990
1132,2020,Honda,Civic,EX-L Hatchback,17859,27998
1133,2013,Honda,Civic,EX Coupe,58226,17590
1134,2023,Honda,Civic,Sport,968,29999
1135,2020,Honda,Civic,LX Hatchback,10221,24999
1136,2022,Honda,Civic,Sport,16960,28998
1137,2019,Honda,Civic,Sport Coupe,20585,25998
1138,2021,Honda,Civic,Sport Touring Hatchback,45197,25795
1139,2020,Honda,Civic,Si,40691,26998
1140,2020,Honda,Civic,EX-L,21131,25998
1141,2020,Honda,Civic,EX,21162,25998
1142,2016,Honda,Civic,LX,105671,18045
1143,2012,Honda,Civic,LX,33941,17998
1144,2020,Honda,Civic,Si,18299,28998
1145,2014,Honda,Civic,LX,33698,18990
1146,2019,Honda,Civic,LX,23301,22999
1147,2022,Honda,Civic,Sport,20412,27352
1148,2020,Honda,Civic,LX,24577,23998
1149,2020,Honda,Civic,EX-L,22215,25998
1150,2020,Honda,Civic,Sport,22549,25998
1151,2020,Honda,Civic,LX,27473,22990
1152,2013,Honda,Civic,Si Coupe,25636,23998
1153,2018,Honda,Civic,,24984,24590
1154,2022,Honda,Civic,LX,19837,28766
1155,2018,Honda,Civic,EX Hatchback,23865,24998
1156,2018,Honda,Civic,,20639,24589
